schema_name,table_name,constraint_name,constraint_type,definition
public,Zones,Zones_Id_not_null,n,"NOT NULL ""Id"""
public,Zones,Zones_IsDeleted_not_null,n,"NOT NULL ""IsDeleted"""
public,Zones,Zones_NightMarketId_fkey,f,"FOREIGN KEY (""NightMarketId"") REFERENCES ""NightMarket""(""Id"") ON DELETE CASCADE"
public,Zones,Zones_NightMarketId_not_null,n,"NOT NULL ""NightMarketId"""
public,Zones,Zones_Status_not_null,n,"NOT NULL ""Status"""
public,Zones,Zones_UpdatedAt_not_null,n,"NOT NULL ""UpdatedAt"""
public,Zones,Zones_ZoneName_not_null,n,"NOT NULL ""ZoneName"""
public,Zones,Zones_pkey,p,"PRIMARY KEY (""Id"")"
public,__EFMigrationsHistory,PK___EFMigrationsHistory,p,"PRIMARY KEY (""MigrationId"")"
public,__EFMigrationsHistory,__EFMigrationsHistory_MigrationId_not_null,n,"NOT NULL ""MigrationId"""
public,__EFMigrationsHistory,__EFMigrationsHistory_ProductVersion_not_null,n,"NOT NULL ""ProductVersion"""
